字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
胡,9,hú,月,1,H2,['古 月'],左右结构,左窄右宽,胡,1419.0,hú,"{'pinyin': 'hú', 'explanations': [{'content': '(形声。从肉,古声。本义:牛脖子下的垂肉)。'}, {'content': '鸟兽颔下的垂肉或皮囊。', 'detail': [{'text': '胡,牛顄垂也。', 'book': '《说文》。徐锴曰:“牛颔下垂皮也。”'}, {'text': '狼跋其胡。', 'book': '《诗·豳风·狼跋》。传:“老狼有胡。”'}, {'text': '有龙垂胡须下迎黄帝。', 'book': '《汉书·郊祀志上》。师古曰:“胡,谓颈下垂肉也。”'}], 'words': [{'word': '胡髯朗', 'text': '羊的别名。胡,颈下垂肉;髯,须'}, {'word': '胡皱', 'text': '牛颔下松弛有皱纹的皮'}, {'word': '胡袋', 'text': '某些鸟类颌下的皮囊,也称喉囊。'}]}, {'content': '古代称北方和西方的民族如匈奴等为胡。', 'detail': [{'text': '燕山胡骑。', 'book': '《乐府诗集·木兰诗》'}, {'text': '亡而入胡。', 'book': '《淮南子·人间训》'}, {'text': '将胡骏马。'}, {'text': '胡人大入塞。'}]}, {'content': '古国名 。其地在今天的安徽省阜阳县西北。', 'detail': [{'text': '二月,楚灭胡。', 'book': '《左传》'}]}, {'content': '怎样;何。', 'detail': [{'text': '胡,何也。', 'book': '《广雅·释诂三》'}, {'text': '弗虑胡获?弗为胡成?', 'book': '《书·太甲下》'}, {'text': '胡能有定?', 'book': '《诗·邶风·日月》'}], 'words': [{'word': '胡说', 'text': '何说,怎么说'}, {'word': '胡为', 'text': '何故'}, {'word': '胡为如此?'}]}, {'content': '为什么;何。', 'detail': [{'text': '胡然而天也,胡然而帝也。', 'book': '《诗·鄘风·君子偕老》'}, {'text': '云胡不夷?', 'book': '《诗·郑风·风雨》'}, {'text': '胡取禾三百廛兮?', 'book': '《诗·魏风·伐檀》'}, {'text': '胡不已乎。', 'book': '《墨子·公输》'}, {'text': '胡不见我于王。'}, {'text': '胡不汉先王之法。', 'book': '《吕氏春秋·察今》'}, {'text': '胡可得而法。'}], 'words': [{'word': '胡为', 'text': '何为;为什么'}, {'word': '胡然', 'text': '为何。表示疑问或反诘'}, {'word': '胡宁', 'text': '何乃;为何。'}]}, {'content': '黑。', 'detail': [{'text': '或谑张飞胡,或笑邓艾吃。', 'book': '李商隐《骄儿诗》'}]}, {'content': '胡须。', 'detail': [{'text': '有龙垂胡髯。', 'book': '《风俗通·正失》'}], 'words': [{'word': '胡髯', 'text': '“胡”是“胡子”的通称;“髯”指两颊上的胡子'}, {'word': '胡子;胡须'}]}, {'content': '见“胡同”(hútong)“衚”。'}]}",[左右],古月,[左右]古月,左部古，右部月
啊,10,ǎ,口,1,H2,['口 阿'],左右结构,左窄右宽,啊,1915.0,ǎ,"{'pinyin': 'ǎ', 'explanations': [{'content': '表示惊疑或疑惑', 'example': '啊?这是怎么回事?'}]}",[左右],口阿,[左右]口阿,左手的口温柔细腻，右手的阿力量十足
优,6,yōu,亻,1,H2,"['人 尤', '亻 尤']",左右结构,左窄右宽,优,461.0,yōu,"{'pinyin': 'yōu', 'explanations': [{'content': '(形声。从人,尤声。本义:古代表演乐舞、杂戏的艺人。宋元以后,亦泛称戏曲艺人、演员)。'}, {'content': '同本义。', 'detail': [{'text': '优,饶也。一曰倡也。', 'book': '《说文》。按,倡者本训,饶者假借。'}, {'text': '陈氏鲍氏之圉人为优。', 'book': '《左传·襄公二十八年》'}, {'text': '公之优曰施。', 'book': '《国语·晋语》'}, {'text': '信谗喜优。', 'book': '《国语·越语》'}, {'text': '优笑在前。', 'book': '《国语·齐语》。注:“倡俳也。”'}, {'text': '优孟。', 'book': '《史记·滑稽列传》'}, {'text': '所爱倡优巧匠之属。', 'book': '《汉书·灌夫传》。注:“谐戏者也。”'}, {'text': '优施曰:“…我优也,言无邮。”', 'book': '《国语》'}], 'words': [{'word': '优人杂剧', 'text': '乐舞戏曲'}, {'word': '优孤', 'text': '专演老年男子的优人'}, {'word': '优唱', 'text': '艺人的说唱'}, {'word': '优语', 'text': '优在演戏中戏谑嘲讽的话'}, {'word': '优歌', 'text': '优人唱的歌曲。'}]}, {'content': '充足,富裕。', 'detail': [{'text': '优,饶也。', 'book': '《说文》'}, {'text': '优,多也。', 'book': '《小尔雅》'}, {'text': '优,渥也。', 'book': '《广雅》'}, {'text': '维其优矣。', 'book': '《诗·大雅·瞻夘》'}, {'text': '汙池渊沼川泽,谨其时禁,故鱼鳖优多而百姓有余用也。', 'book': '《荀子》'}], 'words': [{'word': '优稳', 'text': '优裕安逸'}, {'word': '优饶', 'text': '富裕,充裕'}, {'word': '优佚', 'text': '富裕,安逸'}, {'word': '优实', 'text': '富裕'}, {'word': '优足', 'text': '富足'}, {'word': '优渥', 'text': '丰足;优厚'}, {'word': '优产', 'text': '丰富的财产。'}]}, {'content': '雨水充沛。', 'detail': [{'text': '既优既渥,既沾既足,生我百谷。', 'book': '《诗·小雅·信南山》'}]}, {'content': '优良;美好;优越。跟“劣”相对。', 'detail': [{'text': '优劣得所。', 'book': '诸葛亮《出师表》'}], 'words': [{'word': '优差美缺', 'text': '美差肥缺;好的职位'}, {'word': '优行生', 'text': '品学兼优的生员'}, {'word': '优劣', 'text': '优和劣。指强弱、大小、好坏、工拙等'}, {'word': '优绌', 'text': '优劣'}, {'word': '优壮', 'text': '优美遒劲。'}]}, {'content': '宽厚;宽容。', 'detail': [{'text': '上以宣名儒,优容之。', 'book': '《汉书·鲍宣传》'}], 'words': [{'word': '优宽', 'text': '宽厚,宽和'}, {'word': '优薄', 'text': '宽厚和浇薄'}, {'word': '优慎', 'text': '宽容谨慎'}, {'word': '优纵', 'text': '宽容放任。'}]}, {'content': '安闲,悠闲,安逸。', 'detail': [{'text': '伴奂尔游矣,优游尔休矣。', 'book': '《诗·大雅·卷阿》'}], 'words': [{'word': '优游', 'text': '闲暇自得的样子'}, {'word': '优逸', 'text': '安闲'}, {'word': '优容', 'text': '安闲自得貌'}, {'word': '优悠', 'text': '悠闲舒适'}, {'word': '优犹', 'text': '优游。优裕;宽裕'}, {'word': '优游自若', 'text': '从容不迫,不变常态'}, {'word': '优游自得', 'text': '悠闲如意'}, {'word': '优游自适', 'text': '悠闲适意'}, {'word': '优豫', 'text': '从容安祥'}, {'word': '优游卒岁', 'text': '悠闲度日'}, {'word': '优游岁月', 'text': '悠闲舒适地过日子。'}]}, {'content': '优厚。', 'detail': [{'text': '益之以霢霂,既优既渥。', 'book': '《诗·小雅·信南山》'}, {'text': '布施优裕。', 'book': '《国语·周语》'}, {'text': '优诏奖瑞。', 'book': '清·张廷玉《明史》'}], 'words': [{'word': '优恤重典', 'text': '朝廷对官员表示优厚抚恤的隆重典礼'}, {'word': '优保', 'text': '优厚的保举提拔'}, {'word': '优赐', 'text': '优厚的赏赐'}, {'word': '优缛', 'text': '优厚,丰厚'}, {'word': '优恤', 'text': '优厚。'}]}, {'content': '柔弱,少决断。', 'detail': [{'text': '人君唯优与不敏为不可。', 'book': '《管子·小匡》'}]}, {'content': '优待,给予好的待遇,厚待。', 'detail': [{'text': '今区寓宁晏,庶绩咸熙,念勤简能,宜加优奖。', 'book': '《南齐书·武帝纪》'}], 'words': [{'word': '优渥', 'text': '深厚'}, {'word': '优叙', 'text': '按大功给予奖励'}, {'word': '优恤', 'text': '从优抚恤'}, {'word': '优擢', 'text': '从优提拔'}, {'word': '优与', 'text': '从优给予。'}]}, {'content': '协调;调和。', 'detail': [{'text': '其德优天地而和阴阳。', 'book': '《淮南子·原道》'}]}, {'content': '开玩笑;戏谑。', 'detail': [{'text': '宋华弱与乐辔少相狎,长相优,又相谤也。(长:长大;成年。)', 'book': '《左传·襄公六年》'}]}, {'content': '姓。'}]}",[左右],人尤,[左右]人尤,左侧人，右侧尤
插,12,chā,扌,1,H2,"['手 臿', '扌 臿', '才 臿', '手 千 臼']",左右结构,左窄右宽,插,2526.0,chā,"{'pinyin': 'chā', 'explanations': [{'content': '(形声。从手,臿(chā)声。本义:刺入、挤放进去)。'}, {'content': '同本义。', 'detail': [{'text': '插,刺内也。', 'book': '《说文》'}, {'text': '沉吟放拨插弦中。', 'book': '唐·白居易《琵琶行(并序)》'}, {'text': '是日城内遍插白旗。', 'book': '《广州军务记》'}], 'words': [{'word': '插花筵席', 'text': '流水席,即客人随到随开的筵席'}, {'word': '插标', 'text': '古人出售物品时,把茅草插在物品上表示出售'}, {'word': '插管', 'text': '双肩式大门的门闩。'}]}]}",[左右],手臿,[左右]手臿,左边手，右边臿
盗,11,dào,皿,1,B3,['次 皿'],上下结构,上大下小,盗,2388.0,dào,"{'pinyin': 'dào', 'explanations': [{'content': '(会意。甲骨文字形,意思是:看到人家的器皿就会贪婪地流口涎,存心不善。本义:盗窃,偷东西)。'}, {'content': '同本义。', 'detail': [{'text': '盜,私利物也。'}, {'text': '窃货曰盗。', 'book': '《荀子·脩身》'}, {'text': '君子不为盗,贤人不为窃。', 'book': '《庄子·山水》'}, {'text': '窃人之财犹谓之盗。', 'book': '《左传·僖公二十四年》'}, {'text': '盗器为奸。', 'book': '《左传·文公十八年》'}, {'text': '盗名不如盗货。', 'book': '《荀子·不苟》'}, {'text': '如姬果盗兵符与公子。', 'book': '《史记·魏公子列传》'}, {'text': '齐国人善盗乎?', 'book': '《晏子春秋·内篇杂下》'}], 'words': [{'word': '偷盗', 'text': '偷窃'}, {'word': '盗跖下惠', 'text': '跖和柳下惠,两人虽是兄弟,但跖被诬为大盗,而柳下惠却被视为圣人'}, {'word': '盗名', 'text': '偷取美名。'}]}, {'content': '抢掠劫持。', 'detail': [{'text': '遂共盗而残之。', 'book': '《列子·说符》'}]}, {'content': '私通。', 'detail': [{'text': '闻平居家时,盗其嫂。', 'book': '《汉书·陈平传》'}]}, {'content': '偷盗财物的人(先秦两汉用“盗”)。', 'detail': [{'text': '其犹穿窬(跳墙)之盗也与。', 'book': '《论语·阳货》'}, {'text': '盗起而不知御,民困而不知救。', 'book': '刘基《卖柑者言》'}, {'text': '乃托言有盗,令人修墙。', 'book': '《世说新语·或溺》'}]}, {'content': '抢劫财物的人,强盗。', 'detail': [{'text': '职盗为寇。', 'book': '《诗·大雅·桑柔》'}, {'text': '闻盗贼之名,则掩耳而不愿听。', 'book': '宋·苏轼《教战守》'}, {'text': '天下何故不谓子为盗丘?', 'book': '《庄子·盗跖》'}, {'text': '所以遣将守关者,备他盗之出入与非常也。', 'book': '《史记·项羽本纪》'}, {'text': '是故寇盗处处蚁合。', 'book': '《世说新语·识鉴》'}], 'words': [{'word': '盗竽', 'text': '盗魁;盗首'}, {'word': '盗目', 'text': '盗贼头目'}, {'word': '海盗;窃国大盗'}]}, {'content': '偷偷地,暗中地。', 'detail': [{'text': '民亦间盗铸钱。', 'book': '《史记·平准书》'}]}]}",[上下],次皿,[上下]次皿,树冠次枝繁叶茂，根系皿深埋大地
抡,7,lún,扌,2,H2,"['手 仑', '扌 仑', '才 仑']",左右结构,左窄右宽,抡,635.0,lún,"{'pinyin': 'lún', 'explanations': [{'content': '(形声。从手,仑(lún)声。本义:挑选,选拔) 同本义。', 'detail': [{'text': '抡,择也。', 'book': '《说文》'}, {'text': '凡邦工入山林而抡材不禁。', 'book': '《周礼·山虞》'}, {'text': '君抡贤人之后。', 'book': '《国语·晋语》。注:“择也。”'}], 'words': [{'word': '抡材', 'text': '抡才,选拨人才'}, {'word': '抡选', 'text': '选拔,挑选'}, {'word': '抡择', 'text': '挑选'}, {'word': '抡元', 'text': '科举考试中选第一名'}, {'word': '抡魁', 'text': '科举考试的第一名。亦指中选第一名。'}]}]}",[左右],手仑,[左右]手仑,左手的手温柔细腻，右手的仑力量十足
韵,13,yùn,音,1,H0,['音 匀'],左右结构,左右结构,韵,2995.0,yùn,"{'pinyin': 'yùn', 'explanations': [{'content': '(形声。从音,员(匀)声。本义:和谐悦耳的声音)。'}, {'content': '同本义。', 'detail': [{'text': '余韵徐歇。', 'book': '宋·苏轼《石钟山记》'}, {'text': '短笛无声,寒砧不韵。', 'book': '《西游记》'}], 'words': [{'word': '韵悠悠', 'text': '声音悠扬。'}]}, {'content': '美,标致。'}]}",[左右],音匀,[左右]音匀,左侧音浓烈，右侧匀淡雅
垃,8,lā,土,1,H2,['土 立'],左右结构,左窄右宽,垃,980.0,lā,"{'pinyin': 'lā', 'explanations': [{'content': '脏土或抛扔的破烂东西，科学处理～圾。〈喻〉旧时遗留下来的反动腐朽的事物，腐朽的～圾。', 'refer': '垃圾'}]}",[左右],土立,[左右]土立,左土对右立
供,8,gòng,亻,1,H2,"['人 共', '亻 共']",左右结构,左窄右宽,供,1138.0,gòng,"{'pinyin': 'gòng', 'explanations': [{'content': '(形声。从人,共声。本义:摆设;陈设)。'}, {'content': '同本义。', 'detail': [{'text': '供,设也。', 'book': '《说文》'}, {'text': '供帐。', 'book': '《后汉书·班彪传》'}, {'text': '曩胡公按部,令所过毋供张。', 'book': '《明史·海瑞传》'}, {'text': '士大夫出其境率不得供顿,由是怨颇兴。', 'book': '《明史·海瑞传》'}], 'words': [{'word': '供帐', 'text': '陈设帷帐等用具。作为宴会、旅行之用'}, {'word': '供顿', 'text': '备酒宴客;供应'}, {'word': '供馔', 'text': '陈设祭祀食品'}, {'word': '供享', 'text': '摆供品以祭祀'}, {'word': '供佛'}]}, {'content': '供奉,供献。', 'detail': [{'text': '张羽旗,设供具,以礼神君。', 'book': '《史记·封禅书》'}, {'text': '休唱贞元供奉曲,当时朝士已无多。', 'book': '唐·刘禹锡《听旧宫中乐人穆氏唱歌》'}], 'words': [{'word': '供具', 'text': '供奉鬼神的器具。后也指供佛的器具'}, {'word': '供奉曲', 'text': '宫廷内演奏的曲子'}, {'word': '供进', 'text': '进献宫廷'}, {'word': '供御', 'text': '进奉于帝王。'}]}, {'content': '受审者陈述案情。', 'detail': [{'text': '吏辈责供,多不足凭。', 'book': '宋·陈襄《州县提纲·面审所供》'}], 'words': [{'word': '招供', 'text': '供出犯罪事实'}, {'word': '吐供', 'text': '招供'}, {'word': '供招', 'text': '招供。供出犯罪事实'}, {'word': '供攀', 'text': '攀供。在供词中牵连他人。'}]}, {'content': '供词,口供,受审者所说的案情。', 'detail': [{'text': '张文定公在真宗时,戚里有争分财不均者,更相诉讼,……即命各供状结实。', 'book': '宋·赵自鐐《狱讼》'}], 'words': [{'word': '翻供;供款', 'text': '供词。'}]}]}",[左右],人共,[左右]人共,左岸人波涛汹涌，右岸共波澜不惊
梅,11,méi,木,1,H2,['木 每'],左右结构,左窄右宽,梅,2226.0,méi,"{'pinyin': 'méi', 'explanations': [{'content': '(形声。从木,每声。本义:楠木)。'}, {'content': '同本义。', 'detail': [{'text': '其木多梅梓。', 'book': '《山海经·中山经》'}, {'text': '有条有梅。', 'book': '《诗·秦风·终南》'}, {'text': '墓门有梅。', 'book': '《诗·陈风·墓门》。按,子青不可食。'}]}, {'content': '梅树 。蔷薇科,落叶乔木,少有灌木。早春开花,后生叶芽。花以白色、淡红色为主。气味清香。核果近球形,未熟时为青色,成熟后一般呈黄色,味极酸。', 'detail': [{'text': '灵山其木多桃李梅杏。', 'book': '《山海经·中山经》'}, {'text': '梅之欹之疏之曲,又非……之民能以其智力为也。', 'book': '清·龚自珍《病梅馆记》'}, {'text': '梅以曲为美,直则无姿;以欹为美,正则无景;以疏为美……'}]}, {'content': '梅树的果实,称酸果,即酸梅子。', 'detail': [{'text': '摽有梅。', 'book': '《诗·召南·摽有梅》。陆疏:“杏类也。”'}], 'words': [{'word': '梅仁', 'text': '梅实之仁'}, {'word': '梅瓜', 'text': '以梅子汁腌制的瓜'}, {'word': '梅汁', 'text': '梅子制成的调味汁液或饮料'}, {'word': '梅林止渴', 'text': '犹言望梅止渴。'}]}, {'content': '马鞭。', 'detail': [{'text': '穆王七梅,夫何为周流?', 'book': '《楚辞·天问》'}], 'same': '枚'}, {'detail': [{'text': '入榛薄,食荐梅。', 'book': '《淮南子·览冥》'}], 'same': '莓'}, {'content': '姓。'}]}",[左右],木每,[左右]木每,左边木，右边每
秩,10,zhì,禾,1,H2,['禾 失'],左右结构,左窄右宽,秩,1947.0,zhì,"{'pinyin': 'zhì', 'explanations': [{'content': '(形声。从禾,失声。本义:聚积)。'}, {'content': '同本义。', 'detail': [{'text': '秩,积也。', 'book': '《说文》'}, {'text': '大合百县之秩刍。', 'book': '《礼记·月令》'}, {'text': '九十日有秩。', 'book': '《礼记·王制》'}, {'text': '故人君御谷物之秩相胜,而操事于其不平之间。', 'book': '《管子》'}], 'words': [{'word': '秩秩', 'text': '积聚的样子。'}]}, {'content': '按次序排列。', 'detail': [{'text': '天秩有理。', 'book': '《书·皋陶谟》'}]}, {'content': '祭祀。', 'detail': [{'text': '望秩于山川。', 'book': '《书·舜典》'}], 'words': [{'word': '秩望', 'text': '望祭,远祭。'}]}, {'content': '秩序;次序。', 'detail': [{'text': '秩,次也。', 'book': '《广雅》'}, {'text': '秩,序也。', 'book': '《释言》'}, {'text': '寅宾出日,平秩东作。', 'book': '《书·尧典》'}, {'text': '贱者咸得秩进。', 'book': '《汉书·谷永传》'}], 'words': [{'word': '秩进', 'text': '依次进用'}, {'word': '秩次', 'text': '次序,指官阶的高下'}, {'word': '秩叙', 'text': '次序,次第;轮班宿卫的次序'}, {'word': '秩然', 'text': '秩序井然'}, {'word': '秩如', 'text': '条理井然貌。'}]}, {'content': '官吏的俸禄。', 'detail': [{'text': '行其秩叙。', 'book': '《周礼·宫伯》。注:“禄禀也。”'}, {'text': '而收膳夫之秩。', 'book': '《左传·庄公十九年》。注:“禄也,调谷也。”'}, {'text': '官人益秩,庶人益禄。', 'book': '《荀子·强国》'}], 'words': [{'word': '显秩', 'text': '高官厚禄'}, {'word': '食秩', 'text': '靠领取薪俸为生'}, {'word': '秩服', 'text': '爵禄与服饰的等级'}, {'word': '秩米', 'text': '官吏的俸食'}, {'word': '秩俸', 'text': '俸禄。'}]}, {'content': '官吏的职位或品级。', 'detail': [{'text': '教之防利,委之常秩。', 'book': '《左传·文公六年》'}], 'words': [{'word': '秩分', 'text': '官位名分'}, {'word': '秩位', 'text': '犹职位'}, {'word': '秩宗', 'text': '古代掌宗庙祭祀的官'}, {'word': '秩望', 'text': '官位和声望'}, {'word': '秩訾', 'text': '官职与钱财'}, {'word': '秩满', 'text': '官吏任期届满'}, {'word': '秩礼', 'text': '古代辩上下、贵贱之礼。'}]}, {'content': '常态。', 'detail': [{'text': '秩,常也。', 'book': '《尔雅》'}, {'text': '九十日月秩。', 'book': '《礼记》。郑玄注:“秩,常也,有常膳。”'}, {'text': '是曰既醉,不知其秩。', 'book': '《诗·小雅·宾之初筵》'}]}, {'content': '礼器爵的等级次第。', 'detail': [{'text': '行其秩叙。', 'book': '《周礼·天官·宫伯》'}, {'text': '衣服礼秩如适。', 'book': '《左传·庄公八年》'}, {'text': '天子秩而祭之。', 'book': '《公羊传·僖公三十一年》'}]}, {'content': '十年为一秩。十年。', 'detail': [{'text': '已开第七秩,饱食仍安眼。', 'book': '白居易《思旧》'}], 'words': [{'word': '秩官', 'text': '常设之官'}, {'word': '秩酒', 'text': '按常规赐与老臣的酒'}, {'word': '秩膳', 'text': '常备精美之食'}, {'word': '秩叙', 'text': '正常的次序'}, {'word': '秩薪', 'text': '按规定数量交给官家的木柴。'}]}]}",[左右],禾失,[左右]禾失,左禾对右失
