字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
群,13,qún,羊,0,H0,['君 羊'],左右结构,左右结构,群,3035.0,qún,"{'pinyin': 'qún', 'explanations': [{'content': '(形声。从羊,君声。本义:羊群;兽群;人群)。'}, {'content': '三个以上的禽兽相聚而成的集体。', 'detail': [{'text': '群,辈也。', 'book': '《说文》'}, {'text': '兽三为群。', 'book': '《国语·周语》'}, {'text': '或群或友。', 'book': '《诗·小雅·吉日》'}, {'text': '三百维群。', 'book': '《诗·小雅·无羊》'}, {'text': '大夫不掩群。', 'book': '《礼记·曲礼》'}, {'text': '群疑满服,众难塞胸。', 'book': '诸葛亮《后出师表》'}, {'text': '故近者聚而为群。', 'book': '柳宗元《封建论》'}]}, {'content': '集团,社会集体。', 'detail': [{'text': '又有大者,众群之长又就而听命焉,以安其属。', 'book': '唐·柳宗元《封建论》'}], 'words': [{'word': '群法', 'text': '社会法则'}, {'word': '群治', 'text': '对各种社会问题的治理和处置'}, {'word': '群俗', 'text': '社会风尚。'}]}, {'content': '泛指多数。'}, {'content': '指人。', 'detail': [{'text': '王为群姓立社,曰大社。', 'book': '《礼记》'}]}, {'content': '指事物。', 'detail': [{'text': '猎者张罗,百兽群拢,或得或失。', 'book': '《论衡》'}]}, {'content': '聚集;会合,联合。', 'detail': [{'text': '而群天下之英杰。', 'book': '《荀子·非十二子》'}, {'text': '君子矜而不争,群而不党。', 'book': '《论语》'}, {'text': '以避群害。', 'book': '明·李渔《闲清偶寄·种植部》'}, {'text': '群聚而笑。', 'book': '唐·韩愈《师说》'}, {'text': '群怪聚骂。', 'book': '唐·柳宗元《柳河东集》'}], 'words': [{'word': '群而不党', 'text': '聚集在一起,却不结党'}, {'word': '群曲', 'text': '合唱的曲子。大多为一人引端,众人和声'}, {'word': '群行', 'text': '结队而行'}, {'word': '群萃', 'text': '事业相同的人集聚在一起'}, {'word': '群处', 'text': '成群地相处。'}]}, {'content': '随俗。', 'detail': [{'text': '仆进不能参名于二立,退又不能群彼数子。', 'book': '《后汉书》'}]}, {'content': '众多。', 'detail': [{'text': '愠于群小。', 'book': '《诗·邶风·柏舟》'}, {'text': '赵王悉召群臣。', 'book': '《史记·廉颇蔺相列传》'}, {'text': '群从所得。', 'book': '宋·沈括《梦溪笔谈·活板》'}, {'text': '群响毕绝。', 'book': '《虞初新志·秋声诗自序》'}, {'text': '以孤羊投群狼。', 'book': '清·徐珂《清稗类钞·战事类》'}], 'words': [{'word': '群士', 'text': '众官,百官;众学士'}, {'word': '群有', 'text': '指万物'}, {'word': '群司', 'text': '百官,众官。同群士'}, {'word': '群枉', 'text': '众多奸邪的小人'}, {'word': '群英', 'text': '众多有才能的人'}, {'word': '群从', 'text': '指众子侄辈。'}]}]}",[左右],君羊,[左右]君羊,左侧执君，右侧持羊
噪,16,zào,口,2,H2,"['口 喿', '口 品 木']",左右结构,左窄右宽,噪,3349.0,zào,"{'pinyin': 'zào', 'explanations': [{'content': '(形声)。'}, {'content': '同本义。', 'words': [{'word': '噪呤', 'text': '鸣叫'}, {'word': '噪天', 'text': '鸟名。即云雀。'}]}, {'content': '大声喧嚷。', 'detail': [{'text': '以毁谤言之,贞良见妒,高奇见噪。', 'book': '汉·王充《论衡》'}], 'words': [{'word': '噪逐', 'text': '叫骂驱逐'}, {'word': '噪儿巴喝', 'text': '方言。哇啦哇啦乱嚷'}, {'word': '噪呼', 'text': '喧哗叫嚷'}, {'word': '噪喧', 'text': '喧闹'}, {'word': '噪刺刺', 'text': '沸沸扬扬'}, {'word': '噪嘴', 'text': '多嘴'}, {'word': '噪噪', 'text': '乱嚷嚷;议论纷纷'}, {'word': '噪噪切切', 'text': '弦乐器大弦和小弦发出不同的声音。'}]}]}",[左右],口喿,[左右]口喿,左翼口展飞之姿；右翼喿平稳之态
炭,9,tàn,火,1,B0,"['山 灰', '山 厂 火']",上下结构,上下结构,炭,1517.0,tàn,"{'pinyin': 'tàn', 'explanations': [{'content': '(形声。从火,岸省声。本义:木炭)。'}, {'content': '同本义。', 'detail': [{'text': '炭,烧木余也。', 'book': '《说文》'}, {'text': '火所烧余木曰炭。', 'book': '《释名》'}, {'text': '坐于涂炭。', 'book': '《孟子》。注:“墨也。”'}, {'text': '可怜身上衣正单,心忧炭贱愿天寒。', 'book': '唐·白居易《卖炭翁》'}], 'words': [{'word': '木炭;草炭;骨炭;活性炭;炭炉', 'text': '烧木炭的炉子'}, {'word': '炭薪', 'text': '柴炭'}, {'word': '炭精纸', 'text': '一种涂有炭精供复写的纸'}, {'word': '炭笔', 'text': '用细木枝烧焦或用炭粉制成的笔'}, {'word': '炭冰', 'text': '炭热而冰冷。喻不能相容'}, {'word': '炭火', 'text': '燃烧的炭。'}]}, {'content': '火。比喻灾难;困苦。'}, {'content': '姓。'}]}",[上下],山灰,[上下]山灰,上边承载山，下边承载灰
抚,7,fǔ,扌,1,H2,"['手 无', '扌 无', '才 无']",左右结构,左窄右宽,抚,613.0,fǔ,"{'pinyin': 'fǔ', 'explanations': [{'content': '(形声。从手,无声。本义:抚摩)。'}, {'content': '同本义。', 'detail': [{'text': '撫,安也。', 'book': '《说文》'}, {'text': '抚而泣之。', 'book': '《国语·晋语八》'}, {'text': '左右抚矢而乘之。', 'book': '《仪礼·乡射礼》'}, {'text': '妇抚儿乳,儿含乳啼。', 'book': '《虞初新志·秋声诗自序》'}, {'text': '东坡右手执卷端,左手抚鲁直背。', 'book': '明·魏学洢《核舟记》'}], 'words': [{'word': '抚弄', 'text': '抚摩'}, {'word': '抚心', 'text': '用手抚摸胸口。表示安抚'}, {'word': '抚拭', 'text': '抚摩拂拭'}, {'word': '抚背', 'text': '抚摩脊背。表示安慰、关切等。'}]}, {'content': '用手按着。', 'detail': [{'text': '抚弦登陴,岂不怆悢', 'book': '南朝梁·丘迟《与陈伯之书》'}], 'words': [{'word': '抚剑', 'text': '按剑'}, {'word': '抚臆', 'text': '以手按胸'}, {'word': '抚手', 'text': '拍手。'}]}, {'content': '拍或轻击。', 'detail': [{'text': '抚,敷也,敷手以拍之也。', 'book': '《释名·释姿容》'}, {'text': '权抚掌欢笑。', 'book': '《三国志·鲁肃传》'}], 'same': '拊', 'words': [{'word': '抚掌', 'text': '拍手'}, {'word': '抚胸', 'text': '以手捶胸。表示悲痛'}, {'word': '抚案', 'text': '用手指按着节拍。'}]}, {'content': '安抚;安慰。', 'detail': [{'text': '西和诸戎,南抚夷越。', 'book': '《三国志·诸葛亮传》'}, {'text': '及设备使抚表众。', 'book': '《资治通鉴》'}], 'words': [{'word': '抚驭', 'text': '安抚控制'}, {'word': '抚理', 'text': '安抚治理'}, {'word': '抚辑', 'text': '安抚慰问'}, {'word': '抚柔', 'text': '安抚怀柔。'}]}, {'content': '照料使健全生长;养育。', 'detail': [{'text': '依新已五岁,转眼成人,汝其善抚之。', 'book': '清·林觉民《与妻书》'}], 'words': [{'word': '抚字', 'text': '抚养;抚肩'}, {'word': '抚孤', 'text': '抚养、救济孤儿'}, {'word': '抚畜', 'text': '抚养'}, {'word': '抚稚', 'text': '抚养儿女。'}]}, {'content': '占有。', 'detail': [{'text': '西方有九国焉,君王其终抚诸。', 'book': '《礼记》'}]}, {'content': '(hū)。掩;盖。', 'detail': [{'text': '神与化游,以扶四方。', 'book': '《淮南子·原道》'}], 'same': '幠', 'words': [{'word': '抚世', 'text': '盖世。'}]}, {'content': '官名。巡抚的简称。', 'detail': [{'text': '督抚大吏争上符瑞,礼官輙表贺。', 'book': '《明史·海瑞传》'}], 'words': [{'word': '抚军', 'text': '巡抚的别称'}, {'word': '抚台', 'text': '巡抚的别称'}, {'word': '抚署', 'text': '巡抚公著'}, {'word': '抚院、学院', 'text': '巡抚衙门和学院衙门。清巡抚,省级最高行政长官。'}]}, {'content': '古州名 。汉豫章郡地,陈置抚州。在今江西省临川县治。'}]}",[左右],手无,[左右]手无,门的左扇，手装饰之美；门的右扇，无简约之雅
哲,10,zhé,口,1,B0,['折 口'],上下结构,上下结构,哲,1802.0,zhé,"{'pinyin': 'zhé', 'explanations': [{'content': '(形声。从口,折声。本义:聪明,有智慧) 同本义。', 'detail': [{'text': '哲,知也。', 'book': '《说文》。古文从三吉(嚞),字亦作喆。作悊'}, {'text': '哲,智也。', 'book': '《尔雅》'}, {'text': '世有哲王。', 'book': '《诗·大雅·下武》'}, {'text': '哲夫成城,哲妇倾诚。', 'book': '《诗·大雅·瞻卬》'}, {'text': '敷求哲人。', 'book': '《书·伊训》'}, {'text': '或悊或谋。', 'book': '《汉书·叙传》'}, {'text': '知人则哲,能官人。', 'book': '《书·皋陶谟》'}], 'words': [{'word': '哲士', 'text': '聪明智慧、见识超常的人'}, {'word': '哲子', 'text': '贤明的人'}, {'word': '哲艾', 'text': '指明达的老人'}, {'word': '哲母', 'text': '贤明的母亲'}, {'word': '哲匠', 'text': '指明达而富有才能的大臣'}, {'word': '哲明', 'text': '贤明的宰相、辅臣'}, {'word': '哲夫', 'text': '足智多谋的人'}, {'word': '哲思', 'text': '精深敏捷的思虑'}, {'word': '哲妇', 'text': '多谋虑的妇人'}, {'word': '哲圣', 'text': '才德超群的人。'}]}, {'content': '贤明的人;有智慧的人。', 'detail': [{'text': '尔庶邦君,越尔御事;爽邦由哲。', 'book': '《书·大诰》'}], 'words': [{'word': '先哲;哲人其萎', 'text': '哲人萎,哲萎。为贤者病逝之典,今亦常用作慰唁之词。'}]}]}",[上下],折口,[上下]折口,上边承载折，下边承载口
胰,10,yí,月,2,H2,"['肉 夷', '月 夷']",左右结构,左窄右宽,胰,1993.0,yí,"{'pinyin': 'yí', 'explanations': [{'content': '胰腺  一种大的复合性消化腺,位于第一腰椎的前方,胃的后方,形状略似铁锤,胰头被十二指肠环绕,通过胰管胆总管合成胆胰管后与十二指肠相通。'}]}",[左右],肉夷,[左右]肉夷,左边是肉，右边是夷
霹,21,pī,雨,2,B0,['雨 辟'],上下结构,上下结构,霹,3491.0,pī,"{'pinyin': 'pī', 'explanations': [{'speech': '动', 'content': '雷电轰击', 'words': [{'word': '霹雳琴', 'text': '用雷火焚烧过的枯桐做的琴'}, {'word': '霹雳闪电', 'text': '使人胆战心惊'}, {'word': '霹雳火', 'text': '急击的雷火,比喻急躁暴烈的性格'}]}]}",[上下],雨辟,[上下]雨辟,上半部雨，下半部辟
担,8,dàn,扌,1,H2,"['手 旦', '扌 旦', '才 旦']",左右结构,左窄右宽,担,963.0,dàn,"{'pinyin': 'dàn', 'explanations': [{'content': '扁担和挂在两头的东西。', 'detail': [{'text': '负担荷以丈尺兮。', 'book': '《楚辞·哀时命》。注:“荷曰担。”'}, {'text': '有卖油翁释担而立。', 'book': '宋·欧阳修《归田录》'}], 'words': [{'word': '挑担;担仗', 'text': '行李担子。亦作“担脚”,“担杖”'}, {'word': '担头', 'text': '货担两头;一挑东西'}, {'word': '货郎担'}]}, {'content': '中国重量单位。旧制一百斤为一担,今以百市斤为一市担。', 'detail': [{'text': '但闻行路吟新诗,不叹举家无担石。', 'book': '李颀《别梁鍠》'}]}]}",[左右],手旦,[左右]手旦,左部分手，右部分旦
磁,14,cí,石,1,H2,"['石 茲', '石 兹']",左右结构,左窄右宽,磁,3093.0,cí,"{'pinyin': 'cí', 'explanations': [{'content': '(形声。从石,兹声。本义:磁石。也指磁性)。'}, {'content': '地名 。治所在今河北省磁县。辖境相当今河北省邯郸、磁县、武安等市、县地。'}]}",[左右],石茲,[左右]石茲,左岸石繁华，右岸茲静谧
鹅,12,é,鸟,1,H0,['我 鸟'],左右结构,左右结构,鹅,2674.0,é,"{'pinyin': 'é', 'explanations': [{'content': '(形声。从鸟,我声。本义:家禽名。头大,喙扁阔,颈长,尾短。羽毛为白色或黑色)。'}, {'content': '同本义。鸭科中一明确亚科的鸟 ,亲缘关系是在天鹅和鸭之间,额部有橙黄色或黑褐色肉质突起,有一高的稍扁平的嘴,腿中等长,身体通常较鸭大,颈也较鸭长。', 'words': [{'word': ''}]}, {'content': '鹅骄(形容像鹅一般高傲);。'}, {'content': '鹅顶椅(靠背高的椅子);。'}, {'content': '鹅眼(古代钱币名称。魏时所锖);。'}, {'content': '鹅头(讹头。讹诈,敲竹杠);。'}, {'content': '鹅项懒凳(狭长的矮凳);。'}, {'content': '鹅梨角儿(形容像鹅梨一样的发髻);。'}, {'content': '鹅掌鸭信(鹅趾掌,鸭舌头。可做名菜)。'}]}",[左右],我鸟,[左右]我鸟,左手创我，右手绘鸟
活,9,huó,氵,0,H2,"['水 舌', '氵 舌']",左右结构,左窄右宽,活,1672.0,huó,"{'pinyin': 'huó', 'explanations': [{'content': '(形声。从水,昏(kuò)声。本义:流水声。用本义时读(guō))。'}, {'content': '生存。与“死”相对。', 'detail': [{'text': '不我活兮。', 'book': '《诗·邶风·击鼓》'}, {'text': '不可活。', 'book': '《书·太甲》'}, {'text': '民非水火不生活。', 'book': '《孟子》'}, {'text': '巫何活焉?', 'book': '《楚辞·天问》'}], 'words': [{'word': '鱼在水里才能活;这个孩子只活三个月;活到高龄而且精力充沛;活头儿', 'text': '生存的趣味。'}]}, {'content': '救活。', 'detail': [{'text': '臣活之。', 'book': '《史记·项羽本纪》'}], 'words': [{'word': '活人', 'text': '使人活,救活他人'}, {'word': '活国', 'text': '救国。'}]}]}",[左右],水舌,[左右]水舌,左手创水，右手绘舌
哺,10,bǔ,口,2,H2,['口 甫'],左右结构,左窄右宽,哺,1894.0,bǔ,"{'pinyin': 'bǔ', 'explanations': [{'content': '(形声。从口,甫声。本义:口中含嚼的食物) 同本义。', 'detail': [{'text': '辍饭吐哺。', 'book': '《汉书·高帝纪》'}, {'text': '稚子咽哺。', 'book': '《汉书·匈奴传赞》'}, {'text': '周公吐哺,天下归心。', 'book': '曹操《短歌行》'}], 'words': [{'word': '一饭三吐哺'}]}, {'content': '吃食。', 'detail': [{'text': '众人皆醉,何不餔其糟而啜其醨?', 'book': '《楚辞·渔父》'}, {'text': '子之从于子敖来,徒餔啜也。', 'book': '《孟子·离娄上》'}], 'words': [{'word': '哺啜', 'text': '饮食;吃喝。'}]}, {'content': '喂养。泛指禽兽喂养幼仔。', 'detail': [{'text': '乳孙哺子,教得生狞。', 'book': '李贺《猛虎行》'}, {'text': '有一老父过请饮,吕后因餔之。', 'book': '《史记·高祖本纪》'}], 'words': [{'word': '哺食', 'text': '哺养。喂养'}, {'word': '哺鞠', 'text': '犹哺育;养育'}, {'word': '哺坊', 'text': '孵雏鸡的作坊'}, {'word': '哺鸡', 'text': '母鸡孵卵。'}]}]}",[左右],口甫,[左右]口甫,梦想左眼口，现实右眼甫
捆,10,kǔn,扌,1,H2,"['手 困', '扌 困', '才 困']",左右结构,左窄右宽,捆,1796.0,kǔn,"{'pinyin': 'kǔn', 'explanations': [{'content': '(形声。从手,困声。本义:叩击使牢)。'}, {'content': '同本义。', 'detail': [{'text': '皆衣褐、捆屦、织席以为食。', 'book': '《孟子·滕文公》。赵歧注:“织屦欲使坚,故叩之也。”'}]}, {'content': '用绳、链或带子系、拴、扎紧。', 'detail': [{'text': '贾蓉忍不得便骂了几句,叫人捆起来。', 'book': '《红楼梦》'}], 'words': [{'word': '捆风', 'text': '扯谎说瞎话'}, {'word': '捆身子', 'text': '内衣'}, {'word': '捆行李;捆谷草;捆住手脚;把书捆起来'}]}]}",[左右],手困,[左右]手困,弓的左侧，手待发之势；弓的右侧，困射出之力
涨,10,zhǎng,氵,1,H2,"['水 张', '氵 张']",左右结构,左窄右宽,涨,2086.0,zhǎng,"{'pinyin': 'zhǎng', 'explanations': [{'content': '(形声。从水,张声。本义:水上升)。'}, {'content': '同本义。', 'detail': [{'text': '江涨柴门外,儿童报急流。', 'book': '唐·杜甫《江涨》'}, {'text': '冰入春风涨御沟,上林花气欲飞浮。', 'book': '宋·王安石《祥云》'}, {'text': '渭流涨腻,弃脂水也。', 'book': '唐·杜牧《阿房宫赋》'}], 'words': [{'word': '涨滩', 'text': '由于河水上涨,泥沙堆积成可供耕植的陆地'}, {'word': '涨痕', 'text': '涨水的痕迹'}, {'word': '涨溢', 'text': '水流上涨泛滥。'}]}, {'content': '增长;高出。', 'detail': [{'text': '涨少霾草树。(霾:埋。)', 'book': '杜甫《缆船苦风戏题》'}], 'words': [{'word': '高涨;价格涨落;涨级', 'text': '提高工资级别。'}]}, {'content': '大水貌。', 'detail': [{'text': '涨,大水。', 'book': '《广韵》'}, {'text': '跻江津而起涨。', 'book': '《文选·郭璞·江赋》。注:“涨,水大之貌。”'}, {'text': '云霞肃山涨。', 'book': '江淹《望荆山诗》'}, {'text': '君不见野涨连天浸茅屋,十家五家相向哭!', 'book': '王撰《中秋山塘曲》'}]}, {'content': '盛,茂盛。', 'detail': [{'text': '梅残数点雪,麦涨一川云。', 'book': '《西游记》'}]}]}",[左右],水张,[左右]水张,左水右张，互为表里
较,10,jiào,车,0,H2,['车 交'],左右结构,左窄右宽,较,1876.0,jiào,"{'pinyin': 'jiào', 'explanations': [{'content': '(形声。从车,交声。本义:车箱两旁板上的横木。士大夫以上的乘车,较上饰有曲铜钩)。'}, {'content': '同本义。', 'detail': [{'text': '以其隧之半为之较崇。', 'book': '《考工记·舆人》'}, {'text': '猗重较兮。', 'book': '《诗·淇澳》。释文:“车两旁上出轼者。”'}], 'words': [{'word': '重较', 'text': '两重横木。'}]}, {'content': '车箱。', 'detail': [{'text': '金薄缪龙,为舆倚较。', 'book': '《后汉书》'}]}, {'content': '概略;大旨。', 'detail': [{'text': '此其大较也。', 'book': '《史记·货殖列传》'}, {'text': '斯其大较也。', 'book': '嵇康《乐无哀乐论》'}]}, {'content': '较量。', 'detail': [{'text': '长短相较。', 'book': '《老子》。释文:“较,较量深浅也。”'}, {'text': '鲁人猎较。', 'book': '《孟子·万章下》。注:“猎较者,田猎较夺禽兽。”'}, {'text': '大车不较。', 'book': '《史记·田完世家》。索隐:“较者,校量也。”'}, {'text': '不敢与较。', 'book': '《聊斋志异·促织》'}, {'text': '较秦之所得与战胜而得者。', 'book': '宋·苏洵《六国论》'}, {'text': '较死为苦。', 'book': '清·林觉民《与妻书》'}, {'text': '较前此之仳离。', 'book': '《广东军务记》'}, {'text': '为之者较少。', 'book': '蔡元培《图画》'}], 'words': [{'word': '较射', 'text': '比较射技'}, {'word': '较赛', 'text': '比赛胜负'}, {'word': '较艺', 'text': '较量技艺'}, {'word': '较估', 'text': '比较估计'}, {'word': '较量', 'text': '比较衡量。'}]}, {'content': '用同“校”。'}, {'content': '竞逐。', 'detail': [{'text': '鲁人猎较,孔子亦猎较。', 'book': '《孟子·万章下》。赵岐注云:“猎较者,田猎相较夺禽兽,得之以祭,时俗所尚,以为吉祥'}], 'same': '角', 'words': [{'word': '较力', 'text': '角力;比武'}, {'word': '较猎', 'text': '比赛谁打猎收获多'}, {'word': '较竞', 'text': '竞逐'}, {'word': '较对', 'text': '竞争对抗'}, {'word': '较逐', 'text': '角逐,竞争追求。'}]}, {'same': '皎', 'content': '明显。', 'detail': [{'text': '较,明也。', 'book': '《广雅》'}, {'text': '此其尤大彰明较著者也。', 'book': '《史记·伯夷传》'}, {'text': '白气较然。', 'book': '《汉书·谷永传》'}], 'words': [{'word': '较炳', 'text': '较著。较明。显著明白'}, {'word': '较然', 'text': '明显的样子'}, {'word': '较言', 'text': '明白说明'}, {'word': '较明', 'text': '明显;明白'}, {'word': '较近', 'text': '明显切近。'}]}, {'content': '正直。', 'detail': [{'text': '鹄之言较,较者直也。射所以直己志。', 'book': '《仪礼·大射仪》'}, {'text': '较兮。', 'book': '《书·大传》。注:“谓直道者也。”'}]}]}",[左右],车交,[左右]车交,弓的左侧，车待发之势；弓的右侧，交射出之力
